project,file_path,sha,method_name,cyclomatic_complexity,nloc,token_count,parameter_count,defer_count,channel_count,goroutine_count,error_handling_count,loop_count
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,createDir,1,3,18,1,0,0,0,0,0
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,getBackends,3,8,94,3,0,0,0,2,0
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,New,7,51,372,4,0,1,1,4,0
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,KickCleaner,3,21,133,0,0,0,0,0,1
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,toOSPath,1,3,28,1,0,0,0,0,0
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,rename,10,34,239,2,0,0,0,6,0
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,toOSPathMeta,1,3,28,1,0,0,0,0,0
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,createRootDirs,3,8,81,2,0,0,0,2,0
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,mkdir,3,15,115,1,0,0,0,2,0
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,createRootDir,1,5,45,3,0,0,0,0,0
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,toOSPath,1,3,23,1,0,0,0,0,0
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,getBackend,1,4,49,4,0,0,0,0,0
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,fromOSPath,1,3,23,1,0,0,0,0,0
rclone,vfs/vfscache/cache.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,createItemDir,3,15,107,1,0,0,0,2,0
rclone,vfs/vfscache/item.go,3a2f748aebfe4763c375de45ff18584e8c7a886b,open,8,39,263,1,1,0,0,3,0
rclone,cmd/mountlib/mount.go,55e766f4e80c4f711353e0cd768f2a61db74ab1e,,6,21,150,1,0,0,0,3,0
rclone,cmd/mountlib/mount.go,55e766f4e80c4f711353e0cd768f2a61db74ab1e,,6,23,129,2,1,0,0,2,0
rclone,cmd/mountlib/mount.go,55e766f4e80c4f711353e0cd768f2a61db74ab1e,NewMountCommand,1,14,98,3,1,0,0,2,0
rclone,cmd/serve/docker/volume.go,55e766f4e80c4f711353e0cd768f2a61db74ab1e,mount,6,27,167,1,0,0,0,1,0
rclone,cmd/serve/http/http.go,bc74f0621ef61714907e9784fbde7b64f7b6a785,,2,10,46,0,0,0,0,1,0
rclone,cmd/serve/http/http.go,bc74f0621ef61714907e9784fbde7b64f7b6a785,,1,5,47,0,0,0,0,1,0
rclone,lib/http/http.go,bc74f0621ef61714907e9784fbde7b64f7b6a785,Wait,1,3,18,0,0,0,0,0,0
rclone,lib/http/http.go,bc74f0621ef61714907e9784fbde7b64f7b6a785,Wait,1,3,11,0,0,0,0,0,0
rclone,backend/local/local.go,4680c0776d4219c82e8362ae114423f6ff20c2df,List,28,90,593,2,1,0,0,12,3
rclone,fs/sync/sync.go,4680c0776d4219c82e8362ae114423f6ff20c2df,srcParentDirCheck,3,10,51,1,0,0,0,0,0
rclone,backend/onedrive/onedrive.go,a2886464192ae83ef79948a834986193b5c5354a,createUploadSession,2,23,193,1,0,0,0,0,0
rclone,backend/jottacloud/jottacloud.go,41f561bf26be9a5a7360bdbdf5a820037e76b86a,parsePath,1,4,23,1,0,0,0,0,0
rclone,backend/jottacloud/jottacloud.go,41f561bf26be9a5a7360bdbdf5a820037e76b86a,,9,36,231,1,0,0,0,1,0
rclone,backend/jottacloud/jottacloud.go,41f561bf26be9a5a7360bdbdf5a820037e76b86a,joinPath,4,12,70,2,0,0,0,0,0
rclone,backend/jottacloud/jottacloud.go,41f561bf26be9a5a7360bdbdf5a820037e76b86a,NewFs,11,55,396,4,0,0,0,6,0
rclone,vfs/vfsflags/vfsflags_unix.go,22e86ce3359a34f299aedd9d11a869ec0fecda74,platformFlags,1,9,116,1,0,0,0,0,0
rclone,cmd/selfupdate/selfupdate.go,119bddc10bd7882e6eaca91e06bbaff10fff3a37,downloadUpdate,10,37,251,6,0,0,0,4,0
rclone,fs/config/config.go,f2d326405470fd1f13c28c95e715e33901ff09fc,SetConfigPath,6,17,84,1,0,0,0,2,0
rclone,lib/file/file_other.go,f2d326405470fd1f13c28c95e715e33901ff09fc,IsReserved,1,3,11,1,0,0,0,0,0
rclone,lib/file/file_windows.go,f2d326405470fd1f13c28c95e715e33901ff09fc,IsReserved,7,23,122,1,0,0,0,0,0
rclone,backend/ftp/ftp.go,629a3eeca286d21311214fdb4eb67dd16792a70b,dial,3,10,79,2,0,0,0,0,0
rclone,backend/ftp/ftp.go,629a3eeca286d21311214fdb4eb67dd16792a70b,,3,7,60,2,0,0,0,1,0
rclone,backend/ftp/ftp.go,629a3eeca286d21311214fdb4eb67dd16792a70b,,8,37,282,0,2,0,0,12,1
rclone,cmd/cmount/mount.go,93353c431b3a9a519d7c001fe3368cdb97fa7cff,init,3,13,72,0,0,0,0,0,0
rclone,cmd/selfupdate/selfupdate.go,93353c431b3a9a519d7c001fe3368cdb97fa7cff,InstallUpdate,22,68,403,2,0,0,0,7,0
